type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
rumor:eigenvector,6-20,"0,2,32,33","0,1,24,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (24, 1.0), (31, 1.0), (25, 1.0), (6, 0.6190476190476191), (5, 0.6190476190476191), (3, 0.4666666666666667), (23, 0.375), (4, 0.23809523809523808), (10, 0.23809523809523808), (32, 0.2173913043478261), (2, 0.2), (27, 0.16666666666666666), (13, 0.1466666666666667), (7, 0.1466666666666667), (19, 0.06666666666666667), (17, 0.06666666666666667), (21, 0.06666666666666667), (9, 0.051383399209486175), (11, 0.047619047619047616), (29, 0.021739130434782608), (26, 0.014492753623188406), (30, 0.006211180124223603), (8, 0.006211180124223603), (22, 0.0), (14, 0.0), (20, 0.0), (18, 0.0), (15, 0.0), (12, 0.0), (16, 0.0), (28, 0.0)])","{0: {8: 0.003968253968253968, 9: 0.007575757575757576, 14: 0.003472222222222222, 15: 0.003472222222222222, 18: 0.003472222222222222, 20: 0.003472222222222222, 22: 0.003472222222222222, 26: 0.004629629629629629, 29: 0.005208333333333333, 30: 0.003968253968253968, 32: 0.020833333333333332, 33: 0.08333333333333333}, 1: {1: 0.05555555555555555, 2: 0.013888888888888888, 3: 0.027777777777777776, 7: 0.011111111111111112, 12: 0.003472222222222222, 13: 0.011111111111111112, 17: 0.006944444444444444, 19: 0.006944444444444444, 21: 0.006944444444444444}, 2: {0: 0.07142857142857142, 4: 0.023809523809523808, 5: 0.047619047619047616, 6: 0.047619047619047616, 10: 0.023809523809523808, 11: 0.011904761904761904, 16: 0.008928571428571428}, 3: {23: 0.020833333333333332, 24: 0.041666666666666664, 25: 0.041666666666666664, 27: 0.013888888888888888, 28: 0.008333333333333333, 31: 0.041666666666666664}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.004107952117919922,1,3,2,28,2,2,34,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
rumor:louvain,6-20,"0,2,32,33","0,6,31,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (31, 1.0), (4, 0.33333333333333326), (1, 0.2592592592592593), (25, 0.25), (24, 0.25), (3, 0.1111111111111111), (32, 0.09999999999999999), (2, 0.07407407407407408), (9, 0.05054945054945056), (7, 0.04761904761904764), (13, 0.04761904761904764), (21, 0.012345679012345696), (12, 0.012345679012345696), (17, 0.012345679012345696), (19, 0.012345679012345696), (26, 0.005714285714285719), (27, 0.005714285714285719), (23, 0.003571428571428571), (30, 0.003571428571428571), (8, 0.003571428571428571), (29, 0.003571428571428571), (14, 0.0), (18, 0.0), (15, 0.0), (22, 0.0), (20, 0.0), (11, 0.0), (10, 0.0), (16, 0.0), (28, 0.0)])","{0: {8: 0.002232142857142857, 9: 0.005494505494505495, 14: 0.001984126984126984, 15: 0.001984126984126984, 18: 0.001984126984126984, 20: 0.001984126984126984, 22: 0.001984126984126984, 23: 0.002232142857142857, 26: 0.002380952380952381, 27: 0.002380952380952381, 29: 0.002232142857142857, 30: 0.002232142857142857, 32: 0.008928571428571428, 33: 0.07142857142857142}, 1: {0: 0.09090909090909091, 1: 0.030303030303030304, 2: 0.015151515151515152, 3: 0.01818181818181818, 7: 0.012987012987012988, 11: 0.00909090909090909, 12: 0.010101010101010102, 13: 0.012987012987012988, 17: 0.010101010101010102, 19: 0.010101010101010102, 21: 0.010101010101010102}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}, 3: {24: 0.125, 25: 0.125, 28: 0.08333333333333333, 31: 0.25}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.004324913024902344,2,3,2,28,2,2,34,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
rumor:greedy_modularity,6-20,"0,2,32,33","0,1,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (3, 0.6363636363636364), (2, 0.6363636363636364), (6, 0.4642857142857143), (5, 0.4642857142857143), (32, 0.22029702970297033), (4, 0.19642857142857145), (10, 0.19642857142857145), (7, 0.18181818181818182), (13, 0.18181818181818182), (11, 0.08163265306122448), (19, 0.08163265306122448), (28, 0.08106435643564357), (31, 0.05321782178217822), (27, 0.047648514851485156), (21, 0.045454545454545456), (17, 0.045454545454545456), (23, 0.03929455445544555), (29, 0.025371287128712873), (30, 0.02030828082808281), (8, 0.02030828082808281), (22, 0.018409653465346534), (20, 0.018409653465346534), (18, 0.018409653465346534), (15, 0.018409653465346534), (14, 0.018409653465346534), (26, 0.018409653465346534), (25, 0.0071639375476009156), (24, 0.0), (12, 0.0), (9, 0.0), (16, 0.0)])","{0: {8: 0.00033422459893048126, 14: 0.00030637254901960784, 15: 0.00030637254901960784, 18: 0.00030637254901960784, 20: 0.00030637254901960784, 22: 0.00030637254901960784, 23: 0.0006127450980392157, 24: 3.6310820624546116e-05, 25: 0.0001414027149321267, 26: 0.00030637254901960784, 27: 0.0007352941176470588, 28: 0.0012254901960784314, 29: 0.0004084967320261438, 30: 0.00033422459893048126, 31: 0.0008169934640522876, 32: 0.0032679738562091504, 33: 0.014705882352941176}, 1: {1: 0.027777777777777776, 2: 0.018518518518518517, 3: 0.018518518518518517, 7: 0.006944444444444444, 9: 0.0023148148148148147, 12: 0.0023148148148148147, 13: 0.006944444444444444, 17: 0.003472222222222222, 21: 0.003472222222222222}, 2: {0: 0.0625, 16: 0.004166666666666667, 19: 0.008928571428571428, 4: 0.015625, 5: 0.03125, 6: 0.03125, 10: 0.015625, 11: 0.008928571428571428}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.005682945251464844,0,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
rumor:label_propagation,6-20,"0,2,32,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.2363636363636364), (31, 0.2352941176470588), (1, 0.10784313725490197), (3, 0.08235294117647057), (13, 0.065359477124183), (7, 0.065359477124183), (17, 0.0588235294117647), (4, 0.0588235294117647), (10, 0.0588235294117647), (19, 0.0588235294117647), (12, 0.0588235294117647), (21, 0.0588235294117647), (11, 0.053221288515406154), (28, 0.02254545454545455), (20, 0.02254545454545455), (22, 0.02254545454545455), (14, 0.02254545454545455), (18, 0.02254545454545455), (15, 0.02254545454545455), (9, 0.02254545454545455), (29, 0.019528619528619527), (8, 0.013636363636363637), (30, 0.007272727272727275), (27, 0.007272727272727275), (26, 0.004958677685950415), (23, 0.0030303030303030303), (2, 0.0), (25, 0.0), (24, 0.0), (6, 0.0), (5, 0.0), (16, 0.0)])","{0: {32: 0.0078125, 33: 0.03125, 2: 0.0005580357142857143, 8: 0.0009765625, 9: 0.00125, 14: 0.00125, 15: 0.00125, 18: 0.00125, 20: 0.00125, 22: 0.00125, 23: 0.0006510416666666666, 26: 0.0007102272727272727, 27: 0.00078125, 28: 0.00125, 29: 0.0011574074074074073, 30: 0.00078125}, 1: {0: 0.022222222222222223, 1: 0.002777777777777778, 3: 0.0022222222222222222, 4: 0.0017094017094017094, 7: 0.001851851851851852, 10: 0.0017094017094017094, 11: 0.0015873015873015873, 12: 0.0017094017094017094, 13: 0.001851851851851852, 17: 0.0017094017094017094, 19: 0.0017094017094017094, 21: 0.0017094017094017094, 24: 0.00042735042735042735, 25: 0.00042735042735042735, 31: 0.005555555555555556}, 2: {16: 0.3333333333333333, 5: 0.3333333333333333, 6: 0.3333333333333333}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.005471944808959961,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
rumor:infomap,6-20,"0,2,32,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (4, 0.33333333333333326), (1, 0.3125), (2, 0.3125), (32, 0.22029702970297033), (3, 0.17500000000000002), (7, 0.11607142857142856), (13, 0.11607142857142856), (28, 0.08106435643564357), (21, 0.071875), (12, 0.071875), (17, 0.071875), (19, 0.071875), (11, 0.0625), (31, 0.05321782178217822), (27, 0.047648514851485156), (23, 0.03929455445544555), (29, 0.025371287128712873), (8, 0.02030828082808281), (30, 0.02030828082808281), (14, 0.018409653465346534), (26, 0.018409653465346534), (18, 0.018409653465346534), (20, 0.018409653465346534), (22, 0.018409653465346534), (15, 0.018409653465346534), (25, 0.0071639375476009156), (24, 0.0), (9, 0.0), (10, 0.0), (16, 0.0)])","{0: {8: 0.00033422459893048126, 14: 0.00030637254901960784, 15: 0.00030637254901960784, 18: 0.00030637254901960784, 20: 0.00030637254901960784, 22: 0.00030637254901960784, 23: 0.0006127450980392157, 24: 3.6310820624546116e-05, 25: 0.0001414027149321267, 26: 0.00030637254901960784, 27: 0.0007352941176470588, 28: 0.0012254901960784314, 29: 0.0004084967320261438, 30: 0.00033422459893048126, 31: 0.0008169934640522876, 32: 0.0032679738562091504, 33: 0.014705882352941176}, 1: {0: 0.041666666666666664, 1: 0.013888888888888888, 2: 0.013888888888888888, 3: 0.008333333333333333, 7: 0.005952380952380952, 9: 0.0012626262626262627, 11: 0.003787878787878788, 12: 0.004166666666666667, 13: 0.005952380952380952, 17: 0.004166666666666667, 19: 0.004166666666666667, 21: 0.004166666666666667}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.006013393402099609,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
rumor:surprise_communities,6-20,"0,2,32,33","0,6,9,11,25,28,29,32","OrderedDict([(0, 1.0), (32, 1.0), (33, 1.0), (6, 1.0), (5, 1.0), (25, 1.0), (24, 1.0), (1, 0.4285714285714286), (4, 0.33333333333333326), (23, 0.33333333333333326), (3, 0.14285714285714285), (2, 0.0857142857142857), (13, 0.0476190476190476), (7, 0.0476190476190476), (30, 0.027777777777777776), (8, 0.027777777777777776), (21, 0.0), (19, 0.0), (17, 0.0), (12, 0.0), (18, 0.0), (15, 0.0), (20, 0.0), (22, 0.0), (14, 0.0), (10, 0.0), (16, 0.0), (31, 0.0), (27, 0.0), (29, 0.0), (26, 0.0), (28, 0.0), (11, 0.0), (9, 0.0)])","{0: {0: 0.1, 1: 0.05, 2: 0.02, 3: 0.025, 7: 0.016666666666666666, 12: 0.0125, 13: 0.016666666666666666, 17: 0.0125, 19: 0.0125, 21: 0.0125}, 1: {8: 0.018518518518518517, 14: 0.015873015873015872, 15: 0.015873015873015872, 18: 0.015873015873015872, 20: 0.015873015873015872, 22: 0.015873015873015872, 30: 0.018518518518518517, 32: 0.1111111111111111, 33: 0.1111111111111111}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}, 3: {23: 0.06666666666666667, 24: 0.1, 25: 0.1, 27: 0.05, 31: 0.05}, 4: {26: 0.5, 29: 0.5}, 5: {28: 1.0}, 6: {11: 1.0}, 7: {9: 1.0}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0035212039947509766,6,2,2,28,6,2,34,0.5,0.9333333333333333,0.25,0.8823529411764706,0.3333333333333333
rumor:walktrap,6-20,"0,2,32,33","0,2,6,24,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 1.0), (6, 1.0), (5, 1.0), (32, 0.45454545454545453), (28, 0.35714285714285715), (8, 0.35714285714285715), (4, 0.33333333333333326), (1, 0.2380952380952381), (13, 0.10714285714285712), (9, 0.10714285714285712), (29, 0.09090909090909091), (3, 0.08571428571428574), (7, 0.04761904761904762), (12, 0.020408163265306124), (17, 0.020408163265306124), (21, 0.020408163265306124), (19, 0.020408163265306124), (11, 0.0), (14, 0.0), (20, 0.0), (26, 0.0), (15, 0.0), (22, 0.0), (18, 0.0), (30, 0.0), (31, 0.0), (10, 0.0), (16, 0.0), (24, 0.0), (25, 0.0), (23, 0.0), (27, 0.0)])","{0: {0: 0.1111111111111111, 1: 0.037037037037037035, 3: 0.022222222222222223, 7: 0.018518518518518517, 11: 0.013888888888888888, 12: 0.015873015873015872, 17: 0.015873015873015872, 19: 0.015873015873015872, 21: 0.015873015873015872}, 1: {14: 0.009259259259259259, 15: 0.009259259259259259, 18: 0.009259259259259259, 20: 0.009259259259259259, 22: 0.009259259259259259, 26: 0.009259259259259259, 29: 0.018518518518518517, 32: 0.05555555555555555, 33: 0.1111111111111111}, 2: {2: 0.03571428571428571, 8: 0.014285714285714285, 9: 0.005952380952380952, 13: 0.005952380952380952, 28: 0.014285714285714285, 30: 0.002380952380952381, 31: 0.002380952380952381}, 3: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}, 4: {23: 0.125, 24: 0.125, 25: 0.125, 27: 0.125}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.003664255142211914,2,2,3,29,2,1,34,0.75,0.9666666666666667,0.6,0.9411764705882353,0.6666666666666665
rumor:df_node_similarity,6-20,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 0.16079812206572766), (5, 0.16079812206572766), (1, 0.11883802816901408), (32, 0.10931174089068826), (3, 0.09366197183098592), (2, 0.08450704225352113), (7, 0.07687793427230047), (4, 0.07687793427230047), (13, 0.07687793427230047), (10, 0.07687793427230047), (28, 0.07505450015571476), (12, 0.06488933601609657), (19, 0.06488933601609657), (21, 0.06488933601609657), (17, 0.06488933601609657), (11, 0.06009389671361502), (9, 0.056918313884258165), (27, 0.04352226720647774), (31, 0.03508771929824562), (23, 0.025809716599190284), (26, 0.017245406415446904), (29, 0.016531713900134956), (8, 0.016194331983805668), (30, 0.016194331983805668), (20, 0.014676113360323888), (22, 0.014676113360323888), (18, 0.014676113360323888), (15, 0.014676113360323888), (14, 0.014676113360323888), (25, 0.002449031231925969), (24, 0.0), (16, 0.0)])","{0: {32: 0.0015432098765432098, 33: 0.013888888888888888, 8: 0.0002525252525252525, 9: 0.0008169934640522876, 14: 0.0002314814814814815, 15: 0.0002314814814814815, 18: 0.0002314814814814815, 20: 0.0002314814814814815, 22: 0.0002314814814814815, 23: 0.00038580246913580245, 24: 2.8058361391694725e-05, 25: 6.200396825396825e-05, 26: 0.0002670940170940171, 27: 0.0006313131313131314, 28: 0.0010683760683760685, 29: 0.000257201646090535, 30: 0.0002525252525252525, 31: 0.00051440329218107}, 1: {0: 0.03125, 1: 0.00390625, 2: 0.002840909090909091, 3: 0.003125, 4: 0.0026041666666666665, 5: 0.005208333333333333, 6: 0.005208333333333333, 7: 0.0026041666666666665, 10: 0.0026041666666666665, 11: 0.0020833333333333333, 12: 0.002232142857142857, 13: 0.0026041666666666665, 16: 0.00021853146853146853, 17: 0.002232142857142857, 19: 0.002232142857142857, 21: 0.002232142857142857}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.006449699401855469,0,0,2,28,0,2,34,0.5,0.9333333333333333,1.0,0.8823529411764706,0.6666666666666666
jordan:leiden,6-20,"0,2,32,33","7,9,16,24","OrderedDict([(9, 1.0), (14, 1.0), (15, 1.0), (18, 1.0), (20, 1.0), (22, 1.0), (30, 1.0), (7, 1.0), (13, 1.0), (24, 1.0), (25, 1.0), (16, 1.0), (8, 0.9230769230769231), (26, 0.9230769230769231), (3, 0.9090909090909091), (29, 0.8461538461538461), (11, 0.8181818181818182), (17, 0.8181818181818182), (19, 0.8181818181818182), (21, 0.8181818181818182), (12, 0.7272727272727273), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (27, 0.3333333333333333), (28, 0.3333333333333333), (33, 0.0), (0, 0.0), (23, 0.0), (31, 0.0), (5, 0.0), (6, 0.0)])","{0: {8: 16, 9: 17, 14: 17, 15: 17, 18: 17, 20: 17, 22: 17, 26: 16, 29: 15, 30: 17, 32: 9, 33: 4}, 1: {0: 7, 1: 14, 2: 13, 3: 17, 7: 18, 11: 16, 12: 15, 13: 18, 17: 16, 19: 16, 21: 16}, 2: {23: 4, 24: 7, 25: 7, 27: 5, 28: 5, 31: 4}, 3: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0011098384857177734,2,5,0,26,4,4,34,0.0,0.8666666666666667,0.0,0.7647058823529411,0
jordan:eigenvector,6-20,"0,2,32,33","7,9,11,24","OrderedDict([(9, 1.0), (14, 1.0), (15, 1.0), (18, 1.0), (20, 1.0), (22, 1.0), (30, 1.0), (7, 1.0), (13, 1.0), (11, 1.0), (24, 1.0), (25, 1.0), (4, 0.9375), (10, 0.9375), (8, 0.9230769230769231), (26, 0.9230769230769231), (3, 0.9166666666666666), (5, 0.875), (6, 0.875), (29, 0.8461538461538461), (1, 0.6666666666666666), (17, 0.6666666666666666), (19, 0.6666666666666666), (21, 0.6666666666666666), (2, 0.5833333333333334), (32, 0.38461538461538464), (27, 0.3333333333333333), (28, 0.3333333333333333), (0, 0.125), (33, 0.0), (12, 0.0), (16, 0.0), (23, 0.0), (31, 0.0)])","{0: {8: 16, 9: 17, 14: 17, 15: 17, 18: 17, 20: 17, 22: 17, 26: 16, 29: 15, 30: 17, 32: 9, 33: 4}, 1: {1: 8, 2: 7, 3: 11, 7: 12, 12: 0, 13: 12, 17: 8, 19: 8, 21: 8}, 2: {0: 2, 4: 15, 5: 14, 6: 14, 10: 15, 11: 16, 16: 0}, 3: {23: 4, 24: 7, 25: 7, 27: 5, 28: 5, 31: 4}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0013556480407714844,1,5,0,26,4,4,34,0.0,0.8666666666666667,0.0,0.7647058823529411,0
jordan:louvain,6-20,"0,2,32,33","7,9,16,24","OrderedDict([(9, 1.0), (14, 1.0), (15, 1.0), (18, 1.0), (20, 1.0), (22, 1.0), (27, 1.0), (30, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (24, 1.0), (25, 1.0), (8, 0.9090909090909091), (23, 0.9090909090909091), (26, 0.9090909090909091), (29, 0.9090909090909091), (3, 0.9090909090909091), (11, 0.8181818181818182), (17, 0.8181818181818182), (19, 0.8181818181818182), (21, 0.8181818181818182), (12, 0.7272727272727273), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (28, 0.5), (32, 0.36363636363636365), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0), (31, 0.0)])","{0: {8: 16, 9: 17, 14: 17, 15: 17, 18: 17, 20: 17, 22: 17, 23: 16, 26: 16, 27: 17, 29: 16, 30: 17, 32: 10, 33: 6}, 1: {0: 7, 1: 14, 2: 13, 3: 17, 7: 18, 11: 16, 12: 15, 13: 18, 17: 16, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}, 3: {24: 6, 25: 6, 28: 5, 31: 4}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0010883808135986328,2,5,0,26,4,4,34,0.0,0.8666666666666667,0.0,0.7647058823529411,0
jordan:greedy_modularity,6-20,"0,2,32,33","7,11,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (11, 1.0), (4, 0.9375), (10, 0.9375), (19, 0.9375), (3, 0.9166666666666666), (14, 0.8947368421052632), (15, 0.8947368421052632), (18, 0.8947368421052632), (20, 0.8947368421052632), (22, 0.8947368421052632), (27, 0.8947368421052632), (30, 0.8947368421052632), (5, 0.875), (6, 0.875), (8, 0.8421052631578947), (23, 0.8421052631578947), (26, 0.8421052631578947), (29, 0.8421052631578947), (31, 0.8421052631578947), (9, 0.8333333333333334), (1, 0.6666666666666666), (17, 0.6666666666666666), (21, 0.6666666666666666), (2, 0.5833333333333334), (32, 0.5789473684210527), (33, 0.3157894736842105), (0, 0.1875), (24, 0.0), (25, 0.0), (12, 0.0), (16, 0.0)])","{0: {8: 16, 14: 17, 15: 17, 18: 17, 20: 17, 22: 17, 23: 16, 24: 0, 25: 0, 26: 16, 27: 17, 28: 19, 29: 16, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {1: 8, 2: 7, 3: 11, 7: 12, 9: 10, 12: 0, 13: 12, 17: 8, 21: 8}, 2: {0: 3, 16: 0, 19: 15, 4: 15, 5: 14, 6: 14, 10: 15, 11: 16}}","{0: 1.0, 1: 0.9999999999998097, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0009293556213378906,0,0,0,26,3,4,34,0.0,0.8666666666666667,0.0,0.7647058823529411,0
